V1	V2	V3	V4	V5	V6	V7
192.168.1.243	74.125.65.99	6	TCP	60.3333333333333	0.816496580927726	0.00783300000000509
192.168.1.243	74.125.65.99	1	HTTP	230	NA	NA
192.168.1.243	221.7.91.31	113	TCP	60.5486725663717	0.8963333089641	0.0386765000000082
192.168.1.243	221.7.91.31	31	HTTP	234	0	0.91245600000002
192.168.1.243	83.68.16.6	41	TCP	60.780487804878	0.98772959664959	0.240644499999974
192.168.1.243	83.68.16.6	9	HTTP	233	0	15.280235
192.168.1.243	97.74.200.45	60	TCP	61.3333333333333	0.950765377083057	2.93724700000007
192.168.1.243	97.74.200.45	10	HTTP	235	0	30.479737
192.168.1.243	199.2.137.252	36	TCP	60.7222222222222	0.974272215146439	0.260036000000014
192.168.1.243	199.2.137.252	13	HTTP	236	0	19.0184715
192.168.1.243	143.215.143.11	69	TCP	60.9565217391304	1.00637355081757	0.190071000000046
192.168.1.243	143.215.143.11	14	HTTP	237	0	7.52405800000008
192.168.1.243	205.188.161.4	37	TCP	74.8648648648649	48.5330140569639	1.10165450000005
192.168.1.243	205.188.161.4	9	HTTP	236	0	15.4714335
192.168.1.243	149.20.56.32	44	TCP	60.5909090909091	0.92304304160728	0.0381810000000087
192.168.1.243	149.20.56.32	13	HTTP	235	0	3.80070449999999
192.168.1.243	74.208.64.145	34	TCP	60.8823529411765	1.00798947452276	0.244275000000016
192.168.1.243	74.208.64.145	9	HTTP	236	0	15.382298
192.168.1.243	64.191.223.38	24	TCP	60.5	0.884651736929383	0.203313999999978
192.168.1.243	64.191.223.38	90	SMTP	80.7666666666667	14.6011004664532	0.203997000000072
192.168.1.243	64.191.223.38	11	SMTP/IMF	764.454545454545	36.524960332254	1.78151399999996
192.168.1.243	212.241.216.138	20	TCP	60.5	0.888523316638639	0.307606000000078
192.168.1.243	212.241.216.138	24	SMTP	81.9166666666667	12.1580771744429	0.305783000000019
192.168.1.243	212.241.216.138	2	SMTP/IMF	719	2.82842712474619	1.90464999999995
192.168.1.243	213.171.216.112	168	TCP	60.5	0.868614424220593	0.128604999999993
192.168.1.243	213.171.216.112	126	SMTP	89.1190476190476	5.18089898431868	0.242745000000014
192.168.1.243	66.40.66.242	59	TCP	60.5084745762712	0.878338583603122	0.287177499999984
192.168.1.243	66.40.66.242	28	SMTP	90.7142857142857	5.442338432976	0.311459999999897
192.168.1.243	209.25.170.16	55	TCP	60.5090909090909	0.879240566093247	0.294422999999938
192.168.1.243	209.25.170.16	26	SMTP	90.6538461538462	5.50594084742877	0.311999000000014
192.168.1.243	89.248.48.137	6	TCP	62	0	2.90256299999999
192.168.1.247	87.120.50.168	1	UDP	86	NA	NA
192.168.1.247	212.74.100.151	82	TCP	60.4634146341463	0.849038991255459	0.0710630000000001
192.168.1.247	212.74.100.152	84	TCP	60.5	0.871226804327274	0.0788900000000003
192.168.1.247	194.106.220.67	6	TCP	60.3333333333333	0.816496580927726	0.286743000000001
192.168.1.247	85.158.141.190	9	TCP	60.4444444444444	0.881917103688197	0.695849000000001
192.168.1.247	85.158.141.190	6	SMTP	88.3333333333333	1.96638416050035	0.280113999999999
192.168.1.247	212.74.100.147	84	TCP	60.5	0.871226804327274	0.0966499999999999
192.168.1.247	213.16.56.246	1	UDP	77	NA	NA
192.168.1.247	212.74.100.148	84	TCP	60.5	0.871226804327274	0.0873989999999996
192.168.1.247	93.177.169.186	1	UDP	64	NA	NA
192.168.1.247	200.51.43.5	230	DNS	78.595652173913	10.4937901479342	0.000292999999942367
192.168.1.247	212.74.100.149	84	TCP	60.5	0.871226804327274	0.0634139999999999
192.168.1.247	217.146.188.189	568	TCP	60.5	0.866788758188955	0.0167499999999983
192.168.1.247	212.74.100.150	84	TCP	60.5	0.871226804327274	0.0692409999999999
192.168.1.247	89.149.86.150	1	UDP	81	NA	NA
192.168.1.247	85.64.32.4	1	UDP	60	NA	NA
192.168.1.247	65.30.30.32	1	ADP	63	NA	NA
192.168.1.247	60.160.130.117	1	UDP	80	NA	NA
192.168.1.247	79.117.180.134	1	UDP	60	NA	NA
192.168.1.247	72.28.13.84	1	UDP	87	NA	NA
192.168.1.247	61.206.207.46	1	UDP	65	NA	NA
192.168.1.247	192.168.1.238	7	TCP	60.5714285714286	0.975900072948533	8.05000000010381e-05
192.168.1.247	192.168.1.238	3	SMB	277.666666666667	96.7178025667112	0.00137900000000002
192.168.1.247	192.168.1.157	70	NBNS	93.5428571428571	5.07533311332174	0.0113389999999072
192.168.1.247	192.168.1.245	17	TCP	60.8235294117647	1.01459931239178	0.00253600000000009
192.168.1.247	192.168.1.245	1	ICMP	74	NA	NA
192.168.1.247	192.168.1.245	1	NBSS	126	NA	NA
192.168.1.247	192.168.1.245	11	SMB	233.090909090909	102.617205716639	0.00107449999999965
192.168.1.247	69.14.107.180	1	UDP	67	NA	NA
192.168.1.247	81.24.22.133	1	UDP	65	NA	NA
192.168.1.247	89.229.180.132	1	UDP	82	NA	NA
192.168.1.247	124.125.187.123	1	UDP	63	NA	NA
192.168.1.247	78.139.183.132	1	UDP	76	NA	NA
192.168.1.247	89.43.196.220	1	UDP	69	NA	NA
192.168.1.247	78.26.137.196	1	UDP	77	NA	NA
192.168.1.247	89.79.69.124	1	UDP	75	NA	NA
192.168.1.247	85.114.250.225	1	UDP	80	NA	NA
192.168.1.247	69.108.90.240	1	UDP	67	NA	NA
192.168.1.247	80.252.245.169	1	UDP	79	NA	NA
192.168.1.247	123.49.5.65	1	UDP	61	NA	NA
192.168.1.247	81.226.176.205	1	UDP	77	NA	NA
192.168.1.247	200.6.111.131	1	UDP	67	NA	NA
192.168.1.247	78.190.1.127	1	UDP	61	NA	NA
192.168.1.247	65.55.88.22	1088	TCP	60.5	0.86642366795991	0.0485690000000005
192.168.1.247	65.55.88.22	816	SMTP	89.2745098039216	4.48344053414525	0.0668999999999969
192.168.1.247	89.47.115.125	1	UDP	84	NA	NA
192.168.1.247	62.215.50.49	1	UDP	78	NA	NA
192.168.1.247	213.6.132.133	1	UDP	63	NA	NA
192.168.1.247	85.117.56.195	1	UDP	69	NA	NA
192.168.1.247	77.39.42.64	1	UDP	61	NA	NA
192.168.1.247	61.247.253.165	1	UDP	87	NA	NA
192.168.1.247	213.169.48.17	1	UDP	85	NA	NA
192.168.1.247	93.126.132.148	1	UDP	60	NA	NA
192.168.1.247	98.227.160.158	1	UDP	80	NA	NA
192.168.1.247	217.25.17.173	1	UDP	62	NA	NA
192.168.1.247	81.24.22.135	1	UDP	88	NA	NA
192.168.1.247	89.33.213.162	1	UDP	66	NA	NA
192.168.1.247	80.99.73.249	1	UDP	77	NA	NA
192.168.1.247	200.74.3.48	1	UDP	76	NA	NA
192.168.1.247	192.168.1.243	222	TCP	99.3783783783784	236.303415434002	3.97158400000001
192.168.1.247	192.168.1.243	1	ICMP	74	NA	NA
192.168.1.247	192.168.1.243	1	NBSS	126	NA	NA
192.168.1.247	192.168.1.243	512	SMB	197.4609375	96.9244790314531	0.00129800000001978
192.168.1.247	192.168.1.243	1	HTTP	194	NA	NA
192.168.1.247	192.168.1.243	1	DCERPC	194	NA	NA
192.168.1.247	192.168.1.243	1	SRVSVC	226	NA	NA
192.168.1.247	217.69.189.180	1	UDP	74	NA	NA
192.168.1.247	71.134.211.102	1	UDP	78	NA	NA
192.168.1.247	99.229.112.49	1	ADP	60	NA	NA
192.168.1.247	62.149.34.20	294	TCP	60.4489795918367	0.928749560980977	0.0667140000000046
192.168.1.247	62.149.34.20	206	SMTP	88.2864077669903	8.01586899926657	0.131861999999998
192.168.1.247	62.149.34.20	7	SMTP/IMF	752.857142857143	32.2719102390328	4.6836315
192.168.1.247	89.43.130.175	1	UDP	87	NA	NA
192.168.1.247	217.53.182.215	1	UDP	69	NA	NA
192.168.1.247	194.0.90.218	1	UDP	80	NA	NA
192.168.1.247	82.79.244.40	1	UDP	84	NA	NA
192.168.1.247	93.123.7.102	1	UDP	64	NA	NA
192.168.1.247	119.11.32.164	1	UDP	81	NA	NA
192.168.1.247	93.105.35.112	1	UDP	86	NA	NA
192.168.1.247	189.95.224.54	1	UDP	80	NA	NA
192.168.1.247	92.96.64.169	1	UDP	70	NA	NA
192.168.1.247	189.26.147.151	1	UDP	62	NA	NA
192.168.1.247	83.22.27.31	1	UDP	83	NA	NA
192.168.1.247	68.40.213.209	1	UDP	80	NA	NA
192.168.1.247	212.91.185.19	1	UDP	74	NA	NA
192.168.1.247	93.177.181.65	1	UDP	83	NA	NA
192.168.1.247	194.105.196.134	1	UDP	60	NA	NA
192.168.1.247	92.101.225.19	1	UDP	62	NA	NA
192.168.1.247	201.83.247.33	1	UDP	72	NA	NA
192.168.1.247	89.123.170.231	1	UDP	82	NA	NA
192.168.1.247	195.39.166.69	1	UDP	79	NA	NA
192.168.1.247	81.24.22.148	1	UDP	68	NA	NA
192.168.1.247	98.27.213.121	1	UDP	79	NA	NA
192.168.1.247	89.179.87.246	1	UDP	72	NA	NA
192.168.1.247	84.42.61.62	1	UDP	66	NA	NA
192.168.1.247	78.139.180.107	1	UDP	84	NA	NA
192.168.1.247	91.193.253.182	1	UDP	71	NA	NA
192.168.1.247	201.74.71.13	1	UDP	75	NA	NA
192.168.1.247	201.223.87.225	1	UDP	64	NA	NA
192.168.1.247	87.228.48.78	1	UDP	75	NA	NA
192.168.1.247	201.2.157.103	1	UDP	85	NA	NA
192.168.1.247	201.250.155.47	1	UDP	78	NA	NA
192.168.1.247	76.116.216.88	1	UDP	76	NA	NA
192.168.1.247	87.248.167.116	1	UDP	77	NA	NA
192.168.1.247	24.147.251.232	1	UDP	69	NA	NA
192.168.1.247	212.91.185.18	1	UDP	83	NA	NA
192.168.1.247	80.250.168.4	1	UDP	85	NA	NA
192.168.1.247	200.99.148.201	1	UDP	62	NA	NA
192.168.1.247	91.90.74.143	1	UDP	65	NA	NA
192.168.1.247	91.144.46.156	1	UDP	81	NA	NA
192.168.1.247	195.188.52.252	80	TCP	60.5	0.87148934066119	0.219506999999993
192.168.1.247	195.188.52.253	80	TCP	60.5	0.87148934066119	0.210205999999999
192.168.1.247	195.188.53.99	80	TCP	60.5	0.87148934066119	0.200252000000006
192.168.1.247	99.238.33.16	1	UDP	88	NA	NA
192.168.1.247	190.51.5.247	1	PKTC	86	NA	NA
192.168.1.247	84.109.234.13	1	UDP	65	NA	NA
192.168.1.247	82.81.123.63	1	UDP	85	NA	NA
192.168.1.247	201.214.230.218	1	MIPv6	83	NA	NA
192.168.1.247	212.91.185.23	1	UDP	79	NA	NA
192.168.1.247	200.28.236.142	1	UDP	60	NA	NA
192.168.1.247	219.243.80.130	1	UDP	80	NA	NA
192.168.1.247	82.212.181.228	1	UDP	60	NA	NA
192.168.1.247	77.123.196.160	1	UDP	85	NA	NA
192.168.1.247	202.138.234.120	1	UDP	73	NA	NA
192.168.1.247	70.226.229.18	1	UDP	62	NA	NA
192.168.1.247	91.90.37.34	1	AMT	62	NA	NA
192.168.1.247	89.42.122.253	1	UDP	80	NA	NA
192.168.1.247	192.168.1.255	4	BROWSER	244	2	72.199255
192.168.1.247	192.168.1.255	172	NBNS	92	0	0.0156259999999975
192.168.1.247	60.160.175.232	1	UDP	60	NA	NA
192.168.1.247	90.157.57.203	1	UDP	77	NA	NA
192.168.1.247	77.77.16.211	1	UDP	81	NA	NA
192.168.1.247	85.17.167.196	12	TCP	73.4166666666667	45.8504651177625	0.151308999999998
192.168.1.247	79.114.208.33	1	UDP	81	NA	NA
192.168.1.247	194.126.6.222	1	UDP	61	NA	NA
192.168.1.247	77.238.177.142	272	TCP	60.5	0.867621765330537	0.146105000000006
192.168.1.247	193.93.192.74	1	UDP	64	NA	NA
192.168.1.247	217.12.11.64	274	TCP	60.5109489051095	0.873851215080518	0.152350000000069
192.168.1.247	86.127.0.33	1	UDP	70	NA	NA
192.168.1.247	81.198.26.142	1	UDP	68	NA	NA
192.168.1.247	116.74.96.194	2	UDP	75	11.3137084989848	20.467658
192.168.1.247	116.74.96.194	1	IAPP	77	NA	NA
192.168.1.247	123.237.103.194	1	UDP	82	NA	NA
192.168.1.247	88.86.5.182	1	UDP	74	NA	NA
192.168.1.247	124.83.81.49	1	UDP	81	NA	NA
192.168.1.247	85.204.216.35	1	UDP	61	NA	NA
192.168.1.247	82.207.10.205	1	UDP	60	NA	NA
192.168.1.247	195.11.207.193	517	TCP	60.2862669245648	0.701096172676673	0.328148999999968
192.168.1.247	195.11.207.193	204	SMTP	91.0343137254902	5.2497993411907	0.315091999999993
192.168.1.247	194.70.52.3	424	TCP	60.3490566037736	0.760023053404103	0.318316999999979
192.168.1.247	194.70.52.3	108	SMTP	90.7037037037037	5.48789536162754	0.331920000000025
192.168.1.247	122.140.14.67	1	UDP	61	NA	NA
192.168.1.247	154.32.105.132	227	TCP	61.0308370044053	1.00173332294879	0.437452499999978
192.168.1.247	154.32.105.132	33	SMTP	87.1515151515152	4.57657904526686	0.303683999999976
192.168.1.247	192.168.1.155	3557	TCP	61.5676131571549	0.823411146118617	0.00272350000000188
192.168.1.247	192.168.1.155	6	NBSS	60	0	0.0546099999999683
192.168.1.247	192.168.1.155	1551	SMB	219.094777562863	78.6489097916699	0.00163500000002159
192.168.1.247	192.168.1.155	2	LANMAN	368	203.646752981726	0.00583199999999806
192.168.1.247	192.168.1.155	3	ICMP	74	0	0.0295235000000105
192.168.1.247	192.168.1.155	1	UDP	285	NA	NA
192.168.1.247	192.168.1.155	1	DCERPC	186	NA	NA
192.168.1.247	192.168.1.155	1	SRVSVC	950	NA	NA
192.168.1.247	192.168.1.155	1	HTTP	239	NA	NA
192.168.1.247	154.32.107.132	260	TCP	60.7846153846154	0.97841267228678	0.404741000000001
192.168.1.247	154.32.107.132	36	SMTP	88.1111111111111	4.5341735915964	0.333698000000027
192.168.1.247	194.223.156.9	190	TCP	60.5157894736842	0.877263155087944	0.302129000000036
192.168.1.247	194.223.156.10	185	TCP	60.5081081081081	0.873018993013418	0.301267499999994
192.168.1.247	194.223.156.11	188	TCP	64.2340425531915	50.8762629231444	0.302927000000068
192.168.1.247	194.223.156.11	80	SMTP	80.25	13.3620471409686	0.0808629999999653
192.168.1.247	194.223.156.11	8	SMTP/IMF	756	30.4208575064637	0.384069000000011
192.168.1.247	194.223.183.170	126	TCP	62	0	0.620103000000086
192.168.1.247	62.189.160.90	126	TCP	62	0	0.546919000000003
192.168.1.247	192.168.5.1	1	DNS	73	NA	NA
192.168.1.247	69.147.76.15	7	TCP	60.2857142857143	0.755928946018454	0.0351715000000468
192.168.1.247	69.147.76.15	1	HTTP	226	NA	NA
192.168.1.247	68.142.226.230	4	TCP	60.5	1	0.0374340000000757
192.168.1.247	68.142.226.230	1	HTTP	230	NA	NA
192.168.1.247	83.68.16.6	19	TCP	60.4210526315789	0.837707816583391	0.0402469999999084
192.168.1.247	83.68.16.6	4	HTTP	233	0	30.1028319999999
192.168.1.247	97.74.200.45	25	TCP	61.2	1	2.92198350000001
192.168.1.247	97.74.200.45	5	HTTP	235	0	24.357137
192.168.1.247	205.188.161.4	18	TCP	61	1.02899151085505	2.03306300000008
192.168.1.247	205.188.161.4	4	HTTP	236	0	15.9849390000001
192.168.1.247	143.215.143.11	28	TCP	60.8571428571429	1.00790526135794	0.687675000000013
192.168.1.247	143.215.143.11	6	HTTP	237	0	22.1075990000001
192.168.1.247	221.7.91.31	73	TCP	60.4931506849315	0.868000378763884	0.0235345000000393
192.168.1.247	221.7.91.31	18	HTTP	234	0	0.89039200000002
192.168.1.247	149.20.56.32	20	TCP	60.7	0.978720969859186	0.266036999999983
192.168.1.247	149.20.56.32	7	HTTP	235	0	11.191512
192.168.1.247	74.208.64.145	25	TCP	61.12	1.01324561023804	2.11945450000002
192.168.1.247	74.208.64.145	5	HTTP	236	0	19.044052
192.168.1.247	199.2.137.252	12	TCP	60.6666666666667	0.984731927834662	0.280881999999906
192.168.1.247	199.2.137.252	4	HTTP	236	0	22.060221
192.168.1.247	195.238.0.64	1	TCP	60	NA	NA
192.168.1.247	69.50.218.251	1	TCP	60	NA	NA
192.168.1.247	217.74.65.162	1	TCP	60	NA	NA
192.168.1.247	74.208.156.109	1	TCP	60	NA	NA
192.168.1.247	212.117.185.12	1	TCP	60	NA	NA
192.168.1.247	216.129.98.156	1	TCP	60	NA	NA
192.168.1.247	224.0.0.22	2	IGMPv3	60	0	0.624593000000004
192.168.1.247	192.168.1.100	1	ICMP	70	NA	NA
192.168.1.236	85.158.139.194	51	TCP	60.3529411764706	0.770026737503697	0.291624000000006
192.168.1.236	85.158.139.194	128	SMTP	78.6875	13.9976094696967	0.193551
192.168.1.236	85.158.139.194	15	SMTP/IMF	744.333333333333	32.2083987863562	1.574114
192.168.1.236	77.39.42.64	1	UDP	62	NA	NA
192.168.1.236	192.168.5.1	465	DNS	76.8129032258065	2.06088498976668	0.312562500000013
192.168.1.236	192.168.1.243	631	SMB	187.13470681458	114.368379676008	0.00126199999999699
192.168.1.236	192.168.1.243	260	TCP	160.661538461538	369.80415465583	0.249140000000011
192.168.1.236	61.247.253.165	1	UDP	79	NA	NA
192.168.1.236	213.169.48.17	1	UDP	83	NA	NA
192.168.1.236	93.126.132.148	1	UDP	83	NA	NA
192.168.1.236	216.55.101.75	19	TCP	61.4736842105263	0.904827856717728	4.03104449999999
192.168.1.236	98.227.160.158	1	UDP	84	NA	NA
192.168.1.236	217.25.17.173	1	UDP	65	NA	NA
192.168.1.236	81.24.22.135	1	UDP	80	NA	NA
192.168.1.236	200.51.43.5	362	DNS	84.0690607734807	11.9663972598831	0.261924000000022
192.168.1.236	89.33.213.162	1	UDP	61	NA	NA
192.168.1.236	80.99.73.249	1	UDP	60	NA	NA
192.168.1.236	200.74.3.48	1	UDP	84	NA	NA
192.168.1.236	217.69.189.180	1	UDP	62	NA	NA
192.168.1.236	71.134.211.102	1	UDP	72	NA	NA
192.168.1.236	99.229.112.49	1	ADP	71	NA	NA
192.168.1.236	89.43.130.175	1	UDP	67	NA	NA
192.168.1.236	217.53.182.215	1	UDP	72	NA	NA
192.168.1.236	194.0.90.218	1	UDP	86	NA	NA
192.168.1.236	82.79.244.40	1	UDP	64	NA	NA
192.168.1.236	93.123.7.102	1	UDP	70	NA	NA
192.168.1.236	119.11.32.164	1	UDP	77	NA	NA
192.168.1.236	93.105.35.112	1	UDP	60	NA	NA
192.168.1.236	189.95.224.54	1	UDP	72	NA	NA
192.168.1.236	92.96.64.169	1	UDP	64	NA	NA
192.168.1.236	189.26.147.151	1	UDP	63	NA	NA
192.168.1.236	83.22.27.31	1	UDP	65	NA	NA
192.168.1.236	68.40.213.209	1	UDP	70	NA	NA
192.168.1.236	212.91.185.19	1	UDP	60	NA	NA
192.168.1.236	93.177.181.65	1	UDP	80	NA	NA
192.168.1.236	194.105.196.134	1	UDP	63	NA	NA
192.168.1.236	92.101.225.19	1	UDP	71	NA	NA
192.168.1.236	201.83.247.33	1	UDP	61	NA	NA
192.168.1.236	89.123.170.231	1	UDP	60	NA	NA
192.168.1.236	195.39.166.69	1	UDP	77	NA	NA
192.168.1.236	81.24.22.148	1	UDP	62	NA	NA
192.168.1.236	98.27.213.121	1	UDP	63	NA	NA
192.168.1.236	89.179.87.246	1	UDP	78	NA	NA
192.168.1.236	84.42.61.62	1	UDP	85	NA	NA
192.168.1.236	78.139.180.107	1	UDP	61	NA	NA
192.168.1.236	91.193.253.182	1	UDP	68	NA	NA
192.168.1.236	201.74.71.13	1	UDP	76	NA	NA
192.168.1.236	201.223.87.225	1	UDP	70	NA	NA
192.168.1.236	87.228.48.78	1	UDP	64	NA	NA
192.168.1.236	201.2.157.103	1	UDP	73	NA	NA
192.168.1.236	201.250.155.47	1	UDP	68	NA	NA
192.168.1.236	76.116.216.88	1	UDP	77	NA	NA
192.168.1.236	87.248.167.116	1	UDP	84	NA	NA
192.168.1.236	24.147.251.232	1	UDP	83	NA	NA
192.168.1.236	212.91.185.18	1	UDP	86	NA	NA
192.168.1.236	80.250.168.4	1	UDP	72	NA	NA
192.168.1.236	200.99.148.201	1	UDP	65	NA	NA
192.168.1.236	91.90.74.143	1	UDP	83	NA	NA
192.168.1.236	91.144.46.156	1	UDP	69	NA	NA
192.168.1.236	99.238.33.16	1	UDP	64	NA	NA
192.168.1.236	190.51.5.247	1	UDP	61	NA	NA
192.168.1.236	84.109.234.13	1	UDP	85	NA	NA
192.168.1.236	192.168.1.157	39	NBNS	93.8461538461538	5.53238533088511	0.0281205
192.168.1.236	192.168.1.255	105	NBNS	92	0	0.0312534999999912
192.168.1.236	192.168.1.255	2	BROWSER	247	0	442.664443
192.168.1.236	82.81.123.63	1	UDP	86	NA	NA
192.168.1.236	201.214.230.218	1	MIPv6	78	NA	NA
192.168.1.236	212.91.185.23	1	UDP	63	NA	NA
192.168.1.236	200.28.236.142	1	UDP	63	NA	NA
192.168.1.236	219.243.80.130	1	UDP	87	NA	NA
192.168.1.236	82.212.181.228	1	UDP	67	NA	NA
192.168.1.236	77.123.196.160	1	UDP	67	NA	NA
192.168.1.236	202.138.234.120	1	UDP	73	NA	NA
192.168.1.236	70.226.229.18	1	UDP	87	NA	NA
192.168.1.236	91.90.37.34	1	UDP	74	NA	NA
192.168.1.236	89.42.122.253	1	UDP	60	NA	NA
192.168.1.236	60.160.175.232	1	UDP	79	NA	NA
192.168.1.236	90.157.57.203	1	UDP	60	NA	NA
192.168.1.236	77.77.16.211	1	UDP	66	NA	NA
192.168.1.236	79.114.208.33	1	UDP	86	NA	NA
192.168.1.236	194.126.6.222	1	UDP	73	NA	NA
192.168.1.236	193.93.192.74	1	UDP	79	NA	NA
192.168.1.236	86.127.0.33	1	UDP	75	NA	NA
192.168.1.236	81.198.26.142	1	UDP	69	NA	NA
192.168.1.236	116.74.96.194	3	UDP	72.6666666666667	9.07377172587747	10.2260835
192.168.1.236	123.237.103.194	1	UDP	78	NA	NA
192.168.1.236	88.86.5.182	1	UDP	70	NA	NA
192.168.1.236	124.83.81.49	1	UDP	80	NA	NA
192.168.1.236	85.204.216.35	1	UDP	83	NA	NA
192.168.1.236	82.207.10.205	1	UDP	83	NA	NA
192.168.1.236	122.140.14.67	1	UDP	80	NA	NA
192.168.1.236	85.17.167.196	13	TCP	167.615384615385	387.4122564017	0.157545999999996
192.168.1.236	65.55.88.22	144	TCP	60.5	0.869048189253482	0.183681999999976
192.168.1.236	65.55.88.22	108	SMTP	88.5462962962963	4.00789934783997	0.203624999999988
192.168.1.236	83.104.219.57	64	TCP	60.5	0.872871560943969	0.345084999999983
192.168.1.236	83.104.219.57	61	SMTP	87.2786885245902	8.70465612481999	0.444697000000019
192.168.1.236	83.104.219.57	2	SMTP/IMF	780.5	40.3050865276332	65.525868
192.168.1.236	194.217.242.9	58	TCP	61.2758620689655	0.969592127093635	1.47184400000003
192.168.1.236	194.217.242.9	21	SMTP	89.4761904761905	3.10836046202894	0.303770000000014
192.168.1.236	194.217.242.207	56	TCP	61.3571428571429	0.942502885041573	1.85931099999999
192.168.1.236	194.217.242.207	18	SMTP	89.2222222222222	2.96162823967921	0.301212000000021
192.168.1.236	194.217.242.248	56	TCP	60.5	0.873862897505303	0.299541999999974
192.168.1.236	194.217.242.75	64	TCP	60.5	0.872871560943969	0.303536000000008
192.168.1.236	85.233.160.21	80	TCP	60.5	0.87148934066119	0.27985799999999
192.168.1.236	85.233.160.20	80	TCP	60.5	0.87148934066119	0.287473999999975
192.168.1.236	212.135.6.132	96	TCP	61.5625	0.831137457755461	1.122139
192.168.1.236	212.135.6.132	21	SMTP	87.4285714285714	4.66445525834934	0.289590000000004
192.168.1.236	212.135.6.24	56	TCP	60.5	0.873862897505303	0.286390999999981
192.168.1.236	212.135.6.24	42	SMTP	88.5952380952381	5.06089514789879	0.298594999999978
192.168.1.236	217.12.11.64	546	TCP	60.5201465201465	0.878153179129582	0.122003999999947
192.168.1.236	217.12.11.64	5	SMTP	85.8	16.5136307334275	0.287766499999975
192.168.1.236	217.12.11.64	1	SMTP/IMF	727	NA	NA
192.168.1.236	77.238.177.142	541	TCP	60.5027726432532	0.868423263668041	0.11967199999998
192.168.1.236	192.168.1.155	1	UDP	285	NA	NA
192.168.1.236	192.168.1.155	11	TCP	61.0909090909091	1.04446593573419	0.000532499999962965
192.168.1.236	192.168.1.155	12	SMB	141.75	60.2194849167308	0.000653999999940424
192.168.1.236	192.168.1.155	1	DCERPC	186	NA	NA
192.168.1.236	192.168.1.155	1	SRVSVC	950	NA	NA
192.168.1.236	192.168.1.155	1	HTTP	239	NA	NA
192.168.1.236	212.108.64.65	145	TCP	60.5241379310345	0.882568525988285	0.250054000000034
192.168.1.236	212.108.64.65	108	SMTP	89.1851851851852	4.26712744137083	0.289838000000032
192.168.1.236	128.30.52.51	5	TCP	60.4	0.894427190999916	0.0364824999999769
192.168.1.236	128.30.52.51	1	HTTP	223	NA	NA
192.168.1.236	205.188.161.4	10	TCP	61.2	1.03279555898864	0.245670000000018
192.168.1.236	205.188.161.4	3	HTTP	237	0	15.280957
192.168.1.236	143.215.143.11	11	TCP	61.0909090909091	1.04446593573419	0.379621499999985
192.168.1.236	143.215.143.11	3	HTTP	238	0	22.0506625
192.168.1.236	74.208.64.145	11	TCP	61.4545454545455	0.934198732993827	2.45033899999999
192.168.1.236	74.208.64.145	2	HTTP	237	0	30.5570750000001
192.168.1.236	199.2.137.252	12	TCP	60.6666666666667	0.984731927834662	0.0378329999999778
192.168.1.236	199.2.137.252	4	HTTP	237	0	15.175691
192.168.1.236	83.68.16.6	11	TCP	60.7272727272727	1.00904995821903	0.32064900000006
192.168.1.236	83.68.16.6	2	HTTP	234	0	8.29090500000007
192.168.1.236	149.20.56.32	14	TCP	60.7142857142857	0.994490316197694	0.268165000000067
192.168.1.236	149.20.56.32	5	HTTP	236	0	8.29530850000003
192.168.1.236	221.7.91.31	20	TCP	60.6	0.940324691963255	0.0372280000000274
192.168.1.236	221.7.91.31	6	HTTP	235	0	0.928385999999932
192.168.1.236	195.238.0.64	1	TCP	60	NA	NA
192.168.1.236	69.50.218.251	1	TCP	60	NA	NA
192.168.1.236	74.208.156.109	1	TCP	60	NA	NA
192.168.1.236	212.117.163.35	1	TCP	60	NA	NA
192.168.1.236	224.0.0.22	2	IGMPv3	60	0	0.632910000000038
192.168.1.236	97.74.200.45	2	TCP	61	1.4142135623731	0.037731000000008
192.168.1.236	97.74.200.45	1	HTTP	236	NA	NA
72.34.41.194	192.168.1.239	21	TCP	60.3809523809524	0.804747816162957	0.287577000000001
72.34.41.194	192.168.1.239	16	SMTP	149	78.8754292117218	0.264292000000001
212.74.100.151	192.168.1.247	20	SMTP	126	0	0.289472
212.74.100.151	192.168.1.247	63	TCP	61.0476190476191	8.315218406203	0.119842999999999
85.158.139.194	192.168.1.236	96	TCP	60.1875	0.586021375575652	0.229857
85.158.139.194	192.168.1.236	149	SMTP	93.7248322147651	23.3613966227964	0.1739195
158.94.254.14	192.168.1.91	157	SMTP	156.617834394904	99.0743398065342	0.266126000000007
158.94.254.14	192.168.1.91	160	TCP	60	0	0.23324599999998
192.168.1.91	158.94.254.14	152	TCP	60.4736842105263	0.853100061063254	0.266537
192.168.1.91	158.94.254.14	117	SMTP	88.3418803418803	5.03293016929569	0.270459500000008
192.168.1.91	192.168.5.1	149	DNS	78.6577181208054	3.52169302819995	1.83742049999999
192.168.1.91	200.51.43.5	491	DNS	79.877800407332	10.5291304391664	0.000201500000059696
192.168.1.91	158.94.0.14	144	TCP	60.5	0.869048189253482	0.259768000000001
192.168.1.91	158.94.0.14	108	SMTP	88.3518518518518	5.10875154347784	0.282624999999996
192.168.1.91	192.168.1.243	870	SMB	200.906896551724	102.08491387899	0.00123999999993885
192.168.1.91	192.168.1.243	324	TCP	127.314814814815	305.995830972272	0.224000000000046
